Company,Year,Industry,Accruals_Ratio,Leverage_Ratio,Leverage_Change_YoY,Operating_Margin,Margin_Volatility_3yr,Anomaly_Score,Is_Anomaly
FACT,2017,Chemicals,-0.1831715855436096,1.4964058353785397,0.4174368962620569,,0.02157821562095625,0.12899506961932183,1
ACUTAAS,2025,Healthcare,-0.0066999728902831,0.0083459199876069,-0.189345475212685,0.3831578411923292,0.0943560952693297,0.12823058285375133,1
IKS,2024,Information Technology,-0.0278127940936446,0.4553047114018911,0.4023349653733573,0.2761275792805405,0.0142750165362883,0.12785504804228598,1
SUZLON,2020,Capital Goods,-0.2623427534511933,2.022831854341651,0.7205945415969606,,0.0147344734730676,0.125476803197917,1
CGPOWER,2021,Capital Goods,0.3496490773212524,0.3375407666170872,-0.2596468288246688,,0.0147344734730676,0.12543020642561942,1
POONAWALLA,2025,Financial Services,0.3060139412171416,0.7445413837420218,0.1128403346240366,0.5295586278197556,0.0899273525592944,0.12338995968787148,1
TENNIND,2026,Automobile and Auto Components,-0.4983820045800504,0.020298846316055,0.0133448858430868,0.1598187408965852,0.0081022946232822,0.12332579426342893,1
IKS,2025,Information Technology,-0.0460924520869371,0.2930857896449552,-0.1622189217569359,0.3426099760721516,0.0470101536008829,0.12311268405524534,1
HINDPETRO,2026,Oil Gas & Consumable Fuels,-0.2382265827425726,0.2755993478917654,-0.0866652428546976,-0.1146806985846565,0.0982507187415215,0.12305764997981539,1
INDIACEM,2026,Construction Materials,0.0039976005443541,0.0973510487173059,0.0133886186890001,0.1527535265150772,0.185907018687803,0.12286868347738411,1
INDGN,2021,Healthcare,-0.0379504731226092,0.0862022683041406,-0.7182458783014404,,0.018909635366554302,0.12219957054437558,1
POONAWALLA,2026,Financial Services,0.3665626043195165,0.803626121507391,0.0590847377653691,0.5821810816146115,0.0924397437032303,0.12188504057779925,1
CGPOWER,2020,Capital Goods,-0.436503209009052,0.597187595441756,0.2773708250626496,,0.0147344734730676,0.12138618626852193,1
PIRAMALFIN,2020,Financial Services,-0.3032988475896505,1.0533915602844564,0.1452273779681427,,0.0213614188746349,0.11765255785548301,1
GRAPHITE,2026,Capital Goods,0.0118070797604796,0.0485125006434106,0.0246183059309075,0.171021377672209,0.0934354117382163,0.11475886967113602,1
GROWW,2026,Financial Services,0.0408219493339772,0.0157866047779032,-0.0447869448481828,0.6460284264229862,0.2450582389136235,0.11200973468457687,1
